ENT,SEXO,EDAD,P3_6,P3_7,P3_8,P3_11,P3_12_1,P3_12_2,P3_12_3,P3_12_4,P3_12_5,P3_12_6,P3_12_7,P3_12_8,P3_13,P3_14,P3_15,P3_16,P3_17_1,P3_17_2,P3_17_3,P3_17_4,P3_17_5,P3_17_6,P3_17_7,P3_17_8,P3_18,P3_20,P3_23,P3_24,P3_25_1,P3_25_2,P3_25_3,P3_25_4,P3_25_5,P3_26,FACTOR,P3_13_w,P3_7_w,P3_8_w,P3_11_w,P3_12_1_w,P3_12_2_w,P3_12_3_w,P3_12_4_w,P3_12_5_w,P3_12_6_w,P3_12_7_w,P3_12_8_w,P3_14_w,P3_16_w,P3_17_1_w,P3_17_2_w,P3_17_3_w,P3_17_4_w,P3_17_5_w,P3_17_6_w,P3_17_7_w,P3_17_8_w,P3_20_w,P3_23_w,Region,gender_string,P3_6_string,P3_15_string
15,2,17,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,18931,0.0,18931.0,,18931.0,0.0,18931.0,0.0,18931.0,0.0,0.0,0.0,0.0,18931,,,,,,,,,,18931.0,18931.0,Southcenter,female,public,public
15,1,28,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,18445,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,male,public,public
15,2,18,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,2,25485,,25485.0,,25485.0,0.0,0.0,0.0,0.0,0.0,25485.0,0.0,0.0,25485,,,,,,,,,,25485.0,0.0,Southcenter,female,public,public
15,2,8,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2,12969,12969.0,12969.0,,12969.0,0.0,0.0,12969.0,0.0,12969.0,0.0,0.0,0.0,12969,,,,,,,,,,12969.0,12969.0,Southcenter,female,public,public
15,1,16,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,12969,0.0,12969.0,,12969.0,0.0,0.0,12969.0,12969.0,0.0,0.0,0.0,0.0,12969,,,,,,,,,,12969.0,12969.0,Southcenter,male,public,public
15,1,26,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,12969,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,male,public,public
15,1,24,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,21013,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,male,public,public
15,1,11,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2,28313,28313.0,28313.0,,28313.0,0.0,28313.0,0.0,28313.0,0.0,0.0,0.0,0.0,28313,,,,,,,,,,28313.0,28313.0,Southcenter,male,public,public
15,2,13,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2,28313,28313.0,28313.0,,28313.0,28313.0,0.0,0.0,28313.0,0.0,0.0,0.0,0.0,28313,,,,,,,,,,28313.0,28313.0,Southcenter,female,public,public
15,1,3,,,,,,,,,,,,,,1,2.0,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,39097,,,,,,,,,,,,,39097,,,,,,,,,,39097.0,39097.0,Southcenter,male,public,private
15,2,3,,,,,,,,,,,,,,0,,0.0,,,,,,,,,12.0,,,,,,,,,3,16622,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,1,7,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3,16622,16622.0,16622.0,,16622.0,0.0,0.0,0.0,16622.0,0.0,0.0,0.0,0.0,16622,,,,,,,,,,16622.0,16622.0,Southcenter,male,public,public
15,2,10,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,16622,16622.0,16622.0,,16622.0,0.0,0.0,0.0,0.0,16622.0,0.0,0.0,0.0,16622,,,,,,,,,,16622.0,16622.0,Southcenter,female,public,public
15,1,21,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,3,21013,21013.0,21013.0,,21013.0,0.0,21013.0,0.0,21013.0,0.0,0.0,0.0,0.0,21013,,,,,,,,,,21013.0,0.0,Southcenter,male,public,public
15,2,3,,,,,,,,,,,,,,0,,0.0,,,,,,,,,12.0,,,,,,,,,2,44845,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,1,4,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2,44845,44845.0,44845.0,,44845.0,0.0,0.0,0.0,44845.0,44845.0,0.0,0.0,0.0,44845,,,,,,,,,,44845.0,44845.0,Southcenter,male,public,public
15,2,15,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,2,44845,0.0,44845.0,,44845.0,0.0,0.0,0.0,44845.0,44845.0,0.0,0.0,0.0,44845,,,,,,,,,,44845.0,0.0,Southcenter,female,public,public
15,1,29,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,5,44845,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,male,public,public
15,1,6,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2,7232,7232.0,7232.0,,7232.0,0.0,0.0,0.0,7232.0,0.0,0.0,0.0,0.0,7232,,,,,,,,,,7232.0,7232.0,Southcenter,male,public,public
15,2,28,,,,,,,,,,,,,,0,,0.0,,,,,,,,,8.0,,,,,,,,,5,7232,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,2,29,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,7232,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,1,22,1.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,,,,,,,,,1.0,,,,,,,,,2,21013,0.0,21013.0,,21013.0,0.0,21013.0,0.0,0.0,21013.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,Southcenter,male,public,public
15,1,21,,,,,,,,,,,,,,0,,0.0,,,,,,,,,5.0,,,,,,,,,5,21175,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,male,public,public
15,2,28,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,5,21175,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,1,25,,,,,,,,,,,,,,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,5,15325,,,,,,,,,,,,,0,15325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15325.0,,,Southcenter,male,public,public
15,1,26,1.0,0.0,1.0,,,,,,,,,,,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,3,15325,,0.0,15325.0,,,,,,,,,,15325,,,,,,,,,,15325.0,0.0,Southcenter,male,public,public
15,1,9,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,13526,13526.0,13526.0,,13526.0,0.0,0.0,0.0,13526.0,13526.0,0.0,0.0,0.0,13526,,,,,,,,,,13526.0,13526.0,Southcenter,male,public,public
15,1,24,,,,,,,,,,,,,,0,,0.0,,,,,,,,,7.0,,,,,,,,,5,17459,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,male,public,public
15,2,24,,,,,,,,,,,,,,0,,0.0,,,,,,,,,8.0,,,,,,,,,5,17459,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,2,27,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,18445,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,2,8,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3,7196,7196.0,7196.0,,7196.0,0.0,0.0,0.0,0.0,7196.0,0.0,0.0,0.0,7196,,,,,,,,,,7196.0,7196.0,Southcenter,female,public,public
15,1,10,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3,7196,7196.0,7196.0,,7196.0,0.0,0.0,0.0,0.0,7196.0,0.0,0.0,0.0,7196,,,,,,,,,,7196.0,7196.0,Southcenter,male,public,public
15,1,11,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,7196,7196.0,7196.0,,7196.0,0.0,0.0,0.0,0.0,7196.0,0.0,0.0,0.0,7196,,,,,,,,,,7196.0,7196.0,Southcenter,male,public,public
15,1,12,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,7196,7196.0,7196.0,,7196.0,0.0,0.0,0.0,0.0,7196.0,0.0,0.0,0.0,7196,,,,,,,,,,7196.0,7196.0,Southcenter,male,public,public
15,2,11,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4,24852,24852.0,24852.0,,24852.0,0.0,0.0,0.0,24852.0,0.0,0.0,0.0,0.0,24852,,,,,,,,,,24852.0,24852.0,Southcenter,female,public,public
15,1,15,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,4,24852,24852.0,24852.0,,24852.0,24852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24852,,,,,,,,,,24852.0,0.0,Southcenter,male,public,public
15,1,14,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,38115,0.0,38115.0,,38115.0,38115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38115,,,,,,,,,,38115.0,38115.0,Southcenter,male,public,public
15,1,8,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2,16926,16926.0,16926.0,,16926.0,0.0,0.0,0.0,16926.0,0.0,0.0,0.0,0.0,16926,,,,,,,,,,16926.0,16926.0,Southcenter,male,public,public
15,1,10,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2,16926,16926.0,16926.0,,16926.0,0.0,0.0,0.0,16926.0,0.0,0.0,0.0,0.0,16926,,,,,,,,,,16926.0,16926.0,Southcenter,male,public,public
15,1,20,2.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,1,18445,0.0,18445.0,,18445.0,0.0,18445.0,0.0,18445.0,0.0,0.0,0.0,0.0,18445,,,,,,,,,,18445.0,0.0,Southcenter,male,private,private
15,1,22,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1,6670,0.0,6670.0,,6670.0,0.0,6670.0,6670.0,6670.0,0.0,0.0,0.0,0.0,6670,,,,,,,,,,6670.0,6670.0,Southcenter,male,public,public
15,1,23,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,1,6670,0.0,6670.0,,6670.0,6670.0,6670.0,6670.0,6670.0,6670.0,0.0,0.0,0.0,6670,,,,,,,,,,6670.0,0.0,Southcenter,male,public,public
15,1,25,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,1,6670,0.0,6670.0,,6670.0,6670.0,6670.0,6670.0,6670.0,0.0,0.0,0.0,0.0,6670,,,,,,,,,,6670.0,0.0,Southcenter,male,public,public
15,1,20,,,,,,,,,,,,,,0,,0.0,,,,,,,,,1.0,,,,,,,,,5,10446,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,male,public,public
15,2,21,,,,,,,,,,,,,,0,,0.0,,,,,,,,,8.0,,,,,,,,,5,10446,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,2,21,,,,,,,,,,,,,,0,,0.0,,,,,,,,,1.0,,,,,,,,,5,10446,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,1,26,,,,,,,,,,,,,,0,,0.0,,,,,,,,,1.0,,,,,,,,,5,10446,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,male,public,public
15,2,7,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,21032,21032.0,21032.0,,21032.0,0.0,0.0,0.0,21032.0,21032.0,0.0,0.0,0.0,21032,,,,,,,,,,21032.0,21032.0,Southcenter,female,public,public
15,2,9,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,21032,21032.0,21032.0,,21032.0,0.0,21032.0,0.0,21032.0,21032.0,0.0,0.0,0.0,21032,,,,,,,,,,21032.0,21032.0,Southcenter,female,public,public
15,1,16,,,,,,,,,,,,,,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,21032,,,,,,,,,,,,,21032,,,,,,,,,,21032.0,0.0,Southcenter,male,public,public
15,2,3,,,,,,,,,,,,,,0,,0.0,,,,,,,,,11.0,,,,,,,,,4,26808,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,1,10,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,26808,26808.0,26808.0,,26808.0,0.0,0.0,0.0,26808.0,26808.0,0.0,0.0,0.0,26808,,,,,,,,,,26808.0,26808.0,Southcenter,male,public,public
15,1,12,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,26808,26808.0,26808.0,,26808.0,0.0,0.0,0.0,26808.0,26808.0,0.0,0.0,0.0,26808,,,,,,,,,,26808.0,26808.0,Southcenter,male,public,public
15,2,14,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,26808,26808.0,26808.0,,26808.0,0.0,0.0,0.0,26808.0,26808.0,0.0,0.0,0.0,26808,,,,,,,,,,26808.0,26808.0,Southcenter,female,public,public
15,2,7,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,22785,22785.0,22785.0,,22785.0,0.0,0.0,0.0,22785.0,22785.0,0.0,0.0,0.0,22785,,,,,,,,,,22785.0,22785.0,Southcenter,female,public,public
15,2,10,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,15729,15729.0,15729.0,,15729.0,0.0,0.0,0.0,15729.0,0.0,0.0,0.0,0.0,15729,,,,,,,,,,15729.0,15729.0,Southcenter,female,public,public
15,1,21,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,5,15729,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,male,public,public
15,1,26,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,5,15729,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,male,public,public
15,2,5,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,19283,19283.0,19283.0,,19283.0,0.0,0.0,0.0,19283.0,19283.0,0.0,0.0,0.0,19283,,,,,,,,,,19283.0,19283.0,Southcenter,female,public,public
15,1,7,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,19283,19283.0,19283.0,,19283.0,0.0,0.0,0.0,19283.0,19283.0,0.0,0.0,0.0,19283,,,,,,,,,,19283.0,19283.0,Southcenter,male,public,public
15,1,22,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,18445,0.0,18445.0,,18445.0,0.0,0.0,18445.0,18445.0,0.0,0.0,0.0,0.0,18445,,,,,,,,,,18445.0,0.0,Southcenter,male,public,public
15,2,18,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,,0.0,,,,,,,,,6.0,,,,,,,,,1,12733,,12733.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12733.0,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,2,25,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,5,12733,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,2,26,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,12733,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,1,18,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,15325,0.0,15325.0,,15325.0,0.0,15325.0,0.0,15325.0,0.0,0.0,0.0,0.0,15325,,,,,,,,,,15325.0,0.0,Southcenter,male,public,public
15,1,22,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,15325,0.0,15325.0,,15325.0,0.0,15325.0,0.0,15325.0,0.0,0.0,0.0,0.0,15325,,,,,,,,,,15325.0,0.0,Southcenter,male,public,public
15,1,12,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,20649,20649.0,20649.0,,20649.0,0.0,0.0,0.0,20649.0,0.0,0.0,0.0,0.0,20649,,,,,,,,,,20649.0,20649.0,Southcenter,male,public,public
15,1,22,,,,,,,,,,,,,,0,,0.0,,,,,,,,,4.0,,,,,,,,,5,20649,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,male,public,public
15,2,22,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,,0.0,,,,,,,,,11.0,,,,,,,,,1,20649,,20649.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20649.0,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,2,8,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,23524,23524.0,23524.0,,23524.0,23524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23524,,,,,,,,,,23524.0,23524.0,Southcenter,female,public,public
15,1,14,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1,23524,23524.0,23524.0,,23524.0,23524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23524,,,,,,,,,,23524.0,0.0,Southcenter,male,public,public
15,2,16,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1,23524,23524.0,23524.0,,23524.0,23524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23524,,,,,,,,,,23524.0,0.0,Southcenter,female,public,public
15,2,9,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,18252,18252.0,18252.0,,18252.0,0.0,0.0,0.0,18252.0,0.0,0.0,0.0,0.0,18252,,,,,,,,,,18252.0,18252.0,Southcenter,female,public,public
15,2,11,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,18252,18252.0,18252.0,,18252.0,0.0,0.0,0.0,18252.0,0.0,0.0,0.0,0.0,18252,,,,,,,,,,18252.0,18252.0,Southcenter,female,public,public
15,2,29,,,,,,,,,,,,,,0,,0.0,,,,,,,,,8.0,,,,,,,,,5,18252,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,female,public,public
15,2,8,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,18931,18931.0,18931.0,,18931.0,0.0,0.0,0.0,18931.0,0.0,0.0,0.0,0.0,18931,,,,,,,,,,18931.0,18931.0,Southcenter,female,public,public
15,1,17,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3,18931,18931.0,18931.0,,18931.0,0.0,0.0,0.0,18931.0,0.0,0.0,0.0,0.0,18931,,,,,,,,,,18931.0,18931.0,Southcenter,male,public,public
15,1,3,,,,,,,,,,,,,,1,2.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,18719,,,,,,,,,,,,,18719,,,,,,,,,,18719.0,18719.0,Southcenter,male,public,private
15,2,7,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,18719,18719.0,18719.0,,18719.0,0.0,0.0,0.0,18719.0,0.0,0.0,0.0,0.0,18719,,,,,,,,,,18719.0,18719.0,Southcenter,female,public,public
15,2,12,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,18719,0.0,18719.0,,18719.0,0.0,0.0,0.0,18719.0,0.0,0.0,0.0,0.0,18719,,,,,,,,,,18719.0,18719.0,Southcenter,female,public,public
15,2,13,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,18719,0.0,18719.0,,18719.0,0.0,0.0,0.0,18719.0,0.0,0.0,0.0,0.0,18719,,,,,,,,,,18719.0,0.0,Southcenter,female,public,public
15,2,14,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,18719,0.0,18719.0,,18719.0,0.0,0.0,0.0,18719.0,0.0,0.0,0.0,0.0,18719,,,,,,,,,,18719.0,18719.0,Southcenter,female,public,public
15,1,18,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,18719,0.0,18719.0,,18719.0,0.0,0.0,0.0,18719.0,0.0,0.0,0.0,0.0,18719,,,,,,,,,,18719.0,0.0,Southcenter,male,public,public
15,2,22,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,4,21013,0.0,21013.0,,21013.0,0.0,21013.0,0.0,21013.0,0.0,0.0,0.0,0.0,21013,,,,,,,,,,21013.0,0.0,Southcenter,female,public,public
15,2,18,2.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,,,,,,,,,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,15325,0.0,15325.0,,15325.0,0.0,15325.0,0.0,15325.0,0.0,0.0,0.0,0.0,15325,,,,,,,,,,15325.0,0.0,Southcenter,female,private,private
15,1,24,,,,,,,,,,,,,,0,,0.0,,,,,,,,,3.0,,,,,,,,,5,15325,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,male,public,public
15,1,4,,,,,,,,,,,,,,0,,0.0,,,,,,,,,11.0,,,,,,,,,3,23671,,,,,,,,,,,,,0,0.0,,,,,,,,,,,Southcenter,male,public,public
